"Census.Tract","County","State","percent","Opposite.sex.spouse","Same.sex.spouse","Opposite.sex.unmarried.partner","Same.sex.unmarried.partner","total","total.same.sex","percent_households"
"Census Tract 8294.02","Cook County","Illinois","2.63%",316,2,54,8,380,10,2.63157894736842
"Census Tract 8295","Cook County","Illinois","1.56%",582,8,110,3,703,11,1.5647226173542
"Census Tract 8296","Cook County","Illinois","0.86%",486,4,93,1,584,5,0.856164383561644
"Census Tract 8297","Cook County","Illinois","1.82%",436,8,49,1,494,9,1.82186234817814
"Census Tract 8298","Cook County","Illinois","1.41%",1316,13,87,7,1423,20,1.40548137737175
"Census Tract 8299.02","Cook County","Illinois","1.06%",950,5,79,6,1040,11,1.05769230769231
"Census Tract 8299.03","Cook County","Illinois","1.90%",533,8,88,4,633,12,1.8957345971564
"Census Tract 8299.04","Cook County","Illinois","1.90%",752,7,75,9,843,16,1.89798339264531
"Census Tract 8300.01","Cook County","Illinois","0.69%",366,3,66,0,435,3,0.689655172413793
"Census Tract 8300.03","Cook County","Illinois","0.54%",1174,4,124,3,1305,7,0.53639846743295
"Census Tract 8300.04","Cook County","Illinois","1.12%",1217,10,110,5,1342,15,1.1177347242921
"Census Tract 8300.05","Cook County","Illinois","1.66%",726,6,43,7,782,13,1.66240409207161
"Census Tract 8300.06","Cook County","Illinois","1.11%",310,2,45,2,359,4,1.1142061281337
"Census Tract 8300.07","Cook County","Illinois","2.32%",458,9,89,4,560,13,2.32142857142857
"Census Tract 8300.08","Cook County","Illinois","0.52%",691,2,79,2,774,4,0.516795865633075
"Census Tract 8301","Cook County","Illinois","1.15%",461,1,53,5,520,6,1.15384615384615
"Census Tract 8302.01","Cook County","Illinois","1.73%",547,3,134,9,693,12,1.73160173160173
"Census Tract 8302.02","Cook County","Illinois","2.18%",404,8,45,2,459,10,2.17864923747277
"Census Tract 8303","Cook County","Illinois","2.10%",490,7,164,7,668,14,2.09580838323353
"Census Tract 8304","Cook County","Illinois","3.78%",438,14,96,7,555,21,3.78378378378378
"Census Tract 8305","Cook County","Illinois","1.90%",630,10,93,4,737,14,1.89959294436906
"Census Tract 8306","Cook County","Illinois","13.96%",562,68,159,49,838,117,13.9618138424821
"Census Tract 8307","Cook County","Illinois","20.00%",349,55,159,72,635,127,20
"Census Tract 8308","Cook County","Illinois","5.98%",309,10,163,20,502,30,5.97609561752988
"Census Tract 8309","Cook County","Illinois","4.52%",493,18,140,12,663,30,4.52488687782805
"Census Tract 8310","Cook County","Illinois","3.74%",516,13,154,13,696,26,3.73563218390805
"Census Tract 8311","Cook County","Illinois","3.29%",942,29,291,13,1275,42,3.29411764705882
"Census Tract 8312","Cook County","Illinois","1.84%",588,11,106,2,707,13,1.83875530410184
"Census Tract 8313","Cook County","Illinois","4.35%",142,5,34,3,184,8,4.34782608695652
"Census Tract 8314","Cook County","Illinois","0.95%",236,1,76,2,315,3,0.952380952380952
"Census Tract 8315","Cook County","Illinois","1.75%",624,9,106,4,743,13,1.74966352624495
"Census Tract 8316","Cook County","Illinois","1.70%",1059,11,156,10,1236,21,1.69902912621359
"Census Tract 8317","Cook County","Illinois","3.48%",356,9,60,6,431,15,3.48027842227378
"Census Tract 8318","Cook County","Illinois","2.18%",959,10,117,14,1100,24,2.18181818181818
"Census Tract 8319","Cook County","Illinois","3.16%",448,12,195,9,664,21,3.16265060240964
"Census Tract 8320","Cook County","Illinois","14.25%",212,33,113,21,379,54,14.2480211081794
"Census Tract 8321","Cook County","Illinois","11.97%",331,26,191,45,593,71,11.973018549747
"Census Tract 8322","Cook County","Illinois","4.83%",497,21,193,14,725,35,4.82758620689655
"Census Tract 8323","Cook County","Illinois","3.15%",349,13,112,2,476,15,3.15126050420168
"Census Tract 8324","Cook County","Illinois","3.83%",563,13,215,18,809,31,3.831891223733
"Census Tract 8325","Cook County","Illinois","2.32%",549,11,83,4,647,15,2.31839258114374
"Census Tract 8326","Cook County","Illinois","3.16%",716,12,174,17,919,29,3.15560391730141
"Census Tract 8329","Cook County","Illinois","3.85%",220,8,55,3,286,11,3.84615384615385
"Census Tract 8330","Cook County","Illinois","3.82%",871,29,440,23,1363,52,3.81511371973588
"Census Tract 8331","Cook County","Illinois","2.66%",1645,33,584,28,2290,61,2.66375545851528
"Census Tract 8333","Cook County","Illinois","3.50%",321,11,92,4,428,15,3.50467289719626
"Census Tract 8339","Cook County","Illinois","4.33%",189,2,76,10,277,12,4.33212996389892
"Census Tract 8340","Cook County","Illinois","4.87%",200,9,93,6,308,15,4.87012987012987
"Census Tract 8342","Cook County","Illinois","4.05%",336,9,114,10,469,19,4.05117270788913
"Census Tract 8343","Cook County","Illinois","2.12%",560,5,132,10,707,15,2.12164073550212
"Census Tract 8344","Cook County","Illinois","5.50%",314,12,81,11,418,23,5.50239234449761
"Census Tract 8345","Cook County","Illinois","3.91%",66,3,57,2,128,5,3.90625
"Census Tract 8346","Cook County","Illinois","3.52%",135,3,57,4,199,7,3.51758793969849
"Census Tract 8347","Cook County","Illinois","6.25%",90,4,45,5,144,9,6.25
"Census Tract 8348","Cook County","Illinois","6.96%",75,3,32,5,115,8,6.95652173913043
"Census Tract 8349","Cook County","Illinois","1.72%",63,2,51,0,116,2,1.72413793103448
"Census Tract 8350","Cook County","Illinois","1.28%",601,9,173,1,784,10,1.27551020408163
"Census Tract 8351","Cook County","Illinois","1.86%",616,10,123,4,753,14,1.85922974767596
"Census Tract 8352","Cook County","Illinois","1.51%",276,3,50,2,331,5,1.51057401812689
"Census Tract 8355","Cook County","Illinois","3.33%",105,3,40,2,150,5,3.33333333333333
"Census Tract 8356","Cook County","Illinois","2.70%",42,1,30,1,74,2,2.7027027027027
"Census Tract 8358","Cook County","Illinois","6.60%",134,5,64,9,212,14,6.60377358490566
"Census Tract 8360","Cook County","Illinois","6.07%",201,11,62,6,280,17,6.07142857142857
"Census Tract 8361","Cook County","Illinois","5.52%",88,4,49,4,145,8,5.51724137931035
"Census Tract 8362","Cook County","Illinois","5.17%",47,3,8,0,58,3,5.17241379310345
"Census Tract 8363","Cook County","Illinois","2.62%",137,3,49,2,191,5,2.61780104712042
"Census Tract 8364","Cook County","Illinois","7.32%",285,18,82,11,396,29,7.32323232323232
"Census Tract 8365","Cook County","Illinois","6.20%",88,2,33,6,129,8,6.2015503875969
"Census Tract 8366","Cook County","Illinois","7.25%",248,9,123,20,400,29,7.25
"Census Tract 8367","Cook County","Illinois","3.88%",116,4,82,4,206,8,3.88349514563107
"Census Tract 8368","Cook County","Illinois","3.91%",125,5,96,4,230,9,3.91304347826087
"Census Tract 8369","Cook County","Illinois","6.45%",108,3,37,7,155,10,6.45161290322581
"Census Tract 8370","Cook County","Illinois","4.32%",133,1,44,7,185,8,4.32432432432432
"Census Tract 8371","Cook County","Illinois","5.33%",109,3,51,6,169,9,5.32544378698225
"Census Tract 8373","Cook County","Illinois","3.03%",116,0,44,5,165,5,3.03030303030303
"Census Tract 8374","Cook County","Illinois","0.00%",130,0,53,0,183,0,0
"Census Tract 8378","Cook County","Illinois","4.23%",193,6,79,6,284,12,4.22535211267606
"Census Tract 8380","Cook County","Illinois","6.12%",187,9,89,9,294,18,6.12244897959184
"Census Tract 8381","Cook County","Illinois","3.26%",141,2,67,5,215,7,3.25581395348837
"Census Tract 8382","Cook County","Illinois","4.35%",111,3,21,3,138,6,4.34782608695652
"Census Tract 8383","Cook County","Illinois","4.07%",243,3,205,16,467,19,4.06852248394004
"Census Tract 8386","Cook County","Illinois","4.40%",57,1,30,3,91,4,4.3956043956044
"Census Tract 8387","Cook County","Illinois","2.82%",198,3,112,6,319,9,2.82131661442006
"Census Tract 8388","Cook County","Illinois","2.62%",274,5,60,4,343,9,2.62390670553936
"Census Tract 8390","Cook County","Illinois","6.00%",1511,63,668,76,2318,139,5.99654874892148
"Census Tract 8391","Cook County","Illinois","6.81%",828,40,376,48,1292,88,6.81114551083591
"Census Tract 8392","Cook County","Illinois","5.38%",228,6,71,11,316,17,5.37974683544304
"Census Tract 8395","Cook County","Illinois","1.90%",170,3,37,1,211,4,1.8957345971564
"Census Tract 8396","Cook County","Illinois","5.80%",170,6,41,7,224,13,5.80357142857143
"Census Tract 8397","Cook County","Illinois","3.24%",659,13,148,14,834,27,3.23741007194245
"Census Tract 8398","Cook County","Illinois","1.18%",394,4,108,2,508,6,1.18110236220472
"Census Tract 8399","Cook County","Illinois","1.97%",754,15,142,3,914,18,1.96936542669584
"Census Tract 8400","Cook County","Illinois","0.79%",558,3,72,2,635,5,0.78740157480315
"Census Tract 8401","Cook County","Illinois","1.51%",480,4,43,4,531,8,1.50659133709981
"Census Tract 8402","Cook County","Illinois","0.46%",409,0,27,2,438,2,0.45662100456621
"Census Tract 8403","Cook County","Illinois","1.60%",651,11,89,1,752,12,1.59574468085106
"Census Tract 8404","Cook County","Illinois","3.03%",524,11,84,8,627,19,3.03030303030303
"Census Tract 8407","Cook County","Illinois","5.56%",426,15,135,18,594,33,5.55555555555556
"Census Tract 8408","Cook County","Illinois","0.58%",424,1,90,2,517,3,0.58027079303675
"Census Tract 8410","Cook County","Illinois","4.17%",147,7,60,2,216,9,4.16666666666667
"Census Tract 8411","Cook County","Illinois","1.66%",1220,18,82,4,1324,22,1.66163141993958
"Census Tract 8412","Cook County","Illinois","5.01%",578,15,200,26,819,41,5.00610500610501
"Census Tract 8413","Cook County","Illinois","3.37%",532,8,157,16,713,24,3.36605890603086
"Census Tract 8415","Cook County","Illinois","9.45%",110,8,72,11,201,19,9.45273631840796
"Census Tract 8417","Cook County","Illinois","5.06%",115,4,35,4,158,8,5.06329113924051
"Census Tract 8418","Cook County","Illinois","4.52%",141,5,49,4,199,9,4.52261306532663
"Census Tract 8419","Cook County","Illinois","3.09%",606,8,178,17,809,25,3.0902348578492
"Census Tract 8420","Cook County","Illinois","4.61%",130,2,15,5,152,7,4.60526315789474
"Census Tract 8421","Cook County","Illinois","1.65%",618,8,217,6,849,14,1.6489988221437
"Census Tract 8422","Cook County","Illinois","4.04%",511,11,273,22,817,33,4.03916768665851
"Census Tract 8423","Cook County","Illinois","3.63%",547,17,197,11,772,28,3.62694300518135
"Census Tract 8424","Cook County","Illinois","3.27%",257,6,68,5,336,11,3.27380952380952
"Census Tract 8425","Cook County","Illinois","2.19%",59,1,75,2,137,3,2.18978102189781
"Census Tract 8426","Cook County","Illinois","1.61%",596,10,137,2,745,12,1.61073825503356
"Census Tract 8428","Cook County","Illinois","1.87%",963,10,192,12,1177,22,1.86915887850467
"Census Tract 8429","Cook County","Illinois","4.63%",149,3,57,7,216,10,4.62962962962963
"Census Tract 8430","Cook County","Illinois","4.55%",115,5,74,4,198,9,4.54545454545455
"Census Tract 8431","Cook County","Illinois","2.36%",83,1,41,2,127,3,2.36220472440945
"Census Tract 8432","Cook County","Illinois","1.55%",316,2,65,4,387,6,1.55038759689922
"Census Tract 8433","Cook County","Illinois","5.88%",100,2,28,6,136,8,5.88235294117647
"Census Tract 8434","Cook County","Illinois","2.82%",121,3,51,2,177,5,2.82485875706215
"Census Tract 8435","Cook County","Illinois","6.29%",126,8,38,3,175,11,6.28571428571429
"Census Tract 8436","Cook County","Illinois","4.14%",252,10,72,4,338,14,4.14201183431953
"Census Tract 8437","Cook County","Illinois","2.75%",458,12,73,3,546,15,2.74725274725275
"Census Tract 8438","Cook County","Illinois","2.95%",178,4,52,3,237,7,2.9535864978903
"Census Tract 8439","Cook County","Illinois","6.31%",226,9,86,12,333,21,6.30630630630631
"Census Tract 8446","Cook County","Illinois","2.90%",79,0,55,4,138,4,2.89855072463768
"Census Tract 8447","Cook County","Illinois","2.87%",134,0,69,6,209,6,2.87081339712919
"Census Tract 9800","Cook County","Illinois","0.00%",0,0,0,0,0,0,NA
"Census Tract 9801","Cook County","Illinois","0.00%",1,0,0,0,1,0,0
"Census Tract 9900","Cook County","Illinois","0.00%",0,0,0,0,0,0,NA
